,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,song_label
14,5cjaDxaXyRlxGgGjRlte7m,I Monster,Neveroddoreven,Daydream In Blue,53,223666,False,0.547,0.508,5,-6.301,0,0.0273,0.0151,0.00116,0.116,0.382,153.822,4,trip-hop,Daydream In Blue-I Monster
15,3gFcTurpWAHpNOEMQGxBS0,DJ Shadow,The Private Press,Fixed Income,19,289000,False,0.611,0.722,9,-10.105,1,0.0333,0.0835,0.916,0.0969,0.615,156.476,4,trip-hop,Fixed Income-DJ Shadow
16,7hlBb5jUQH764VF99CinP4,Emancipator,Safe in the Steep Cliffs,Greenland,54,191066,False,0.592,0.392,4,-13.254,0,0.0292,0.0242,0.865,0.427,0.105,98.734,4,trip-hop,Greenland-Emancipator
17,28cnXtME493VX9NOw9cIUh,Johnny Cash,American IV: The Man Comes Around,Hurt,74,216533,False,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,country,Hurt-Johnny Cash
18,7sqii6BhIDpJChYpU3WjwS,Bonobo,Black Sands,Kiara,52,230306,False,0.595,0.788,3,-10.128,0,0.363,0.195,0.202,0.153,0.414,97.012,4,trip-hop,Kiara-Bonobo
19,7Cg3F9ZsZ2TYUnlza49NYh,Bonobo,Black Sands,Kong,58,237826,False,0.542,0.749,6,-8.333,0,0.0277,0.173,0.942,0.315,0.674,94.031,4,electronic,Kong-Bonobo
20,6oxaAXEPGRGYlakonZ0ZtV,µ-Ziq,Lunatic Harness,Mushroom Compost,37,199933,False,0.331,0.712,6,-8.492,1,0.0748,0.252,0.488,0.087,0.388,179.442,3,idm,Mushroom Compost-µ-Ziq
21,0PC5KYZpygPcpeq063k4Kj,Emancipator,Safe in the Steep Cliffs,Nevergreen,49,215946,False,0.511,0.42,3,-9.794,0,0.0286,0.375,0.84,0.152,0.239,170.873,4,trip-hop,Nevergreen-Emancipator
22,6VhlABJh5uaZOpyyi5wute,Bonobo,Dial 'M' for Monkey,Nothing Owed,40,376533,False,0.641,0.414,11,-11.95,0,0.0432,0.362,0.833,0.25,0.269,90.007,4,trip-hop,Nothing Owed-Bonobo
23,6TSDRzJGwbK9cajVbtqlPV,Wax Tailor,Tales of the Forgotten Melodies,Que Sera,60,164093,False,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,4,trip-hop,Que Sera-Wax Tailor
24,6G1lPm5H051kZL5rJHvXEv,Bonobo,Animal Magic,Terrapin,48,279933,False,0.552,0.328,10,-16.384,1,0.0346,0.78,0.93,0.111,0.0396,152.015,4,trip-hop,Terrapin-Bonobo
25,2MddqD0MryxIAKS03raHsz,Nightmares On Wax,In A Space Outta Sound,You Wish,65,210466,False,0.774,0.244,9,-9.748,0,0.0299,0.72,0.915,0.379,0.421,103.464,4,electronic,You Wish-Nightmares On Wax
26,10s9tSE1e8RXSufhzw9Aw3,Pendulum,In Silico,"9,000 Miles",41,386453,False,0.379,0.845,5,-7.252,1,0.0354,0.000562,0.837,0.135,0.159,174.022,4,drum-and-bass,"9,000 Miles-Pendulum"
27,33yAEqzKXexYM3WlOYtTfQ,Justice,Justice,D.A.N.C.E,66,242266,False,0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,4,electronic,D.A.N.C.E-Justice
28,00TFDHSe7s8cWm5CzDY8UP,Moby,18,Extreme Ways,29,237640,False,0.504,0.777,9,-7.916,0,0.0583,0.00106,0.00109,0.12,0.549,100.006,4,electronic,Extreme Ways-Moby
29,3aiycOKS6P30BnR7dUfrnA,Pendulum,In Silico,Granite,47,283466,False,0.392,0.925,6,-6.349,1,0.0462,1.35e-05,0.703,0.356,0.2,174.089,4,drum-and-bass,Granite-Pendulum
30,1j6lrR4BzRGKwvAPfrIcbf,The Prodigy,Invaders Must Die,Invaders Must Die,53,295026,False,0.606,0.9,6,-5.168,1,0.0547,0.000508,0.901,0.112,0.115,140.035,4,breakbeat,Invaders Must Die-The Prodigy
31,0NNCkIadCP6VnV7LeGL1zx,Moby,Play,Natural Blues,22,253773,False,0.677,0.649,10,-7.865,0,0.0316,0.0416,0.0433,0.288,0.651,107.986,4,electronic,Natural Blues-Moby
32,144adL7pGHEWRwute2wxzZ,The Prodigy,Invaders Must Die,Omen,59,216026,False,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,4,breakbeat,Omen-The Prodigy
33,6EXi6ZqTITKGtVBKqbphjL,Moby,Play,Porcelain,30,241160,False,0.551,0.628,0,-7.874,0,0.0294,0.00133,0.188,0.282,0.336,95.03,4,electronic,Porcelain-Moby
34,6tC2iHfUlzB2W4ntXXL2BH,Pendulum,In Silico,Propane Nightmares,58,313346,False,0.356,0.966,7,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,4,drum-and-bass,Propane Nightmares-Pendulum
35,7aw9aEVnkfyP7rnuILjMaZ,The Prodigy,Invaders Must Die,Run With The Wolves,4,264240,False,0.477,0.953,11,-5.211,0,0.15,0.000455,0.0163,0.198,0.248,165.995,4,breakbeat,Run With The Wolves-The Prodigy
36,27eOkcTYHslq8tlzsMMwMu,The Prodigy,Invaders Must Die,Stand Up,44,330106,False,0.555,0.959,6,-7.201,1,0.0425,0.00365,0.91,0.135,0.288,100.03,4,breakbeat,Stand Up-The Prodigy
37,6gTQubOSdry0ievEXvhzxd,Pendulum,In Silico,The Tempest,49,447200,True,0.403,0.754,5,-7.773,0,0.0416,0.00176,0.019,0.545,0.302,174.018,4,drum-and-bass,The Tempest-Pendulum
38,6RpuNjTsUQo7eByN3kWvYx,Crystal Castles,Crystal Castles,Untrust Us,60,186373,False,0.609,0.807,11,-5.405,0,0.0283,0.0376,0.204,0.13,0.203,125.906,4,hardcore,Untrust Us-Crystal Castles
39,0Q2YGyMeeZMAvzebtxoQ5f,Crystal Castles,Crystal Castles,Vanished,69,242960,False,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,4,r-n-b,Vanished-Crystal Castles
40,4OYhOYnrwWDNlOByAdPAHM,The Prodigy,Invaders Must Die,Warrior's Dance,52,312960,False,0.579,0.989,5,-5.035,0,0.135,0.0128,0.794,0.73,0.0759,137.015,4,breakbeat,Warrior's Dance-The Prodigy
41,6Awxltp70eHixrcPz3OKa4,Nada Surf,The Weight Is a Gift,Always Love,31,198877,False,0.325,0.759,2,-5.078,1,0.0318,0.00296,0.0,0.245,0.353,126.861,4,power-pop,Always Love-Nada Surf
42,7uv632EkfwYhXoqf8rhYrg,Massive Attack,Mezzanine,Angel,63,379533,False,0.714,0.309,7,-10.796,1,0.0291,0.0157,0.807,0.0777,0.0671,107.346,4,trip-hop,Angel-Massive Attack
43,6IvgjIelC9dOq3Yku8ptYQ,Lenny Kravitz,Hits Pop Rock 90's,Are You Gonna Go My Way,1,211487,False,0.611,0.826,11,-5.313,0,0.0353,0.000818,0.016,0.33,0.719,129.102,4,rock,Are You Gonna Go My Way-Lenny Kravitz
44,5MhMXTuVODDF234VDvSxQx,Tycho,Awake,Awake,58,283636,False,0.552,0.877,1,-5.765,1,0.0353,0.0585,0.899,0.0746,0.597,176.05,4,electronic,Awake-Tycho
45,0EYOdF5FCkgOJJla8DI2Md,System Of A Down,Mezmerize,B.Y.O.B.,77,255466,True,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,4,metal,B.Y.O.B.-System Of A Down
46,3zwmW1gM4E8FlHXV5nE16u,Audioslave,Out of Exile,Be Yourself,72,278973,False,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,4,grunge,Be Yourself-Audioslave
47,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,metal,Can't Stop-Red Hot Chili Peppers
48,7nnWIPM5hwE3DaUBkvOIpy,Incubus,Make Yourself,Drive,75,232453,False,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,funk,Drive-Incubus
49,3FtYbEfBqAlGO46NUDQSAt,MGMT,Oracular Spectacular,Electric Feel,77,229640,False,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock,Electric Feel-MGMT
50,5Chw5PSMz5PcN8qxAxg8EN,Klaxons,Mirando las nubes,Golden Skans,0,167450,False,0.449,0.836,2,-2.91,0,0.037,0.00074,0.0,0.313,0.694,141.9,4,punk,Golden Skans-Klaxons
51,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79,281160,False,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alternative,Heart-Shaped Box-Nirvana
52,48HelMaBXoGa2UxE6nDlqX,Infected Mushroom,Vicious Delicious,Heavyweight,41,521013,False,0.599,0.605,4,-7.26,0,0.0317,0.0232,0.729,0.172,0.145,139.952,4,trance,Heavyweight-Infected Mushroom
53,2DK7d4rQkTpZ7P81M0Sjou,Rev Theory,Rock Motivation,Hell Yeah,27,246836,False,0.357,0.963,3,-6.446,0,0.0796,0.000111,4.72e-06,0.0276,0.41,168.012,4,grunge,Hell Yeah-Rev Theory
54,4RZ7Lwj1bivN1payIeOKXp,Mr. Scruff,Ninja Tuna,Kalimba,38,351440,False,0.863,0.877,1,-9.051,0,0.0464,0.00906,0.805,0.0831,0.673,119.758,4,trip-hop,Kalimba-Mr. Scruff
55,2gSVKxPDww9Eep5rdvtdem,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,My Way,73,272973,True,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,4,metal,My Way-Limp Bizkit
56,6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,70,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,metal,New Divide-Linkin Park
57,0U0ldCRmgCqhVvD6ksG63j,Kavinsky,Nightcall,Nightcall,73,258413,False,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4,house,Nightcall-Kavinsky
58,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,alternative,Numb-Linkin Park
59,1Vej0qeQ3ioKwpI6FUbRv1,Linkin Park,Hybrid Theory (Bonus Edition),Papercut,75,184866,False,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,4,grunge,Papercut-Linkin Park
60,1gAaRSN57UYVRI4eWRyAvP,Linkin Park,Hybrid Theory (Bonus Edition),Pushing Me Away,63,191440,False,0.484,0.913,6,-4.305,1,0.0425,0.000391,0.0,0.309,0.279,103.103,4,grunge,Pushing Me Away-Linkin Park
61,1FkoVC85Ds3mFoK0fVqEqP,The Offspring,Smash,Self Esteem,77,257826,False,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,4,punk-rock,Self Esteem-The Offspring
62,48vDCZIRmrFO33fH4QU4ij,The Prodigy,The Fat of the Land,Smack My Bitch Up,63,343386,True,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,4,techno,Smack My Bitch Up-The Prodigy
63,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,Smells Like Teen Spirit-Nirvana
64,3fjmSxt0PskST13CSdBUFx,Linkin Park,Meteora (Bonus Edition),Somewhere I Belong,73,213933,False,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,metal,Somewhere I Belong-Linkin Park
65,2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70,293293,False,0.392,0.642,8,-5.267,1,0.0326,0.0048,0.486,0.296,0.129,92.698,4,industrial,Sweet Dreams (Are Made Of This)-Marilyn Manson
66,0ZeKQudydO2uQJpfr6gNC8,Marilyn Manson,The Golden Age Of Grotesque,Tainted Love,62,200426,False,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,4,industrial,Tainted Love-Marilyn Manson
67,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Franz Ferdinand,Take Me Out,79,237026,False,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4,alt-rock,Take Me Out-Franz Ferdinand
68,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,Mezzanine,Teardrop,71,330773,False,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,4,electronic,Teardrop-Massive Attack
69,6mQD0vGdFrQMeTADOSIEwx,Linkin Park,A Thousand Suns,The Catalyst,36,339853,False,0.56,0.925,0,-5.48,1,0.0362,0.0372,0.0,0.104,0.178,135.009,4,metal,The Catalyst-Linkin Park
70,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,metal,The Kids Aren't Alright-The Offspring
71,3ctHq3dW1l745lpETPyWe2,Electric Universe,Cosmic Experience,The Prayer,36,529240,False,0.592,0.876,3,-9.258,0,0.0326,0.00118,0.783,0.116,0.237,145.004,4,trance,The Prayer-Electric Universe
72,2gUrjc9fWHZytKm6FtBY7E,In Flames,Soundtrack to Your Escape (The Quiet Place Version),The Quiet Place,53,225026,False,0.517,0.961,10,-5.314,0,0.143,0.00033,0.321,0.698,0.159,104.747,4,death-metal,The Quiet Place-In Flames
73,1ndGB6rvxKYN9seCYO1dTF,Red Hot Chili Peppers,By the Way (Deluxe Edition),The Zephyr Song,71,231933,False,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,4,metal,The Zephyr Song-Red Hot Chili Peppers
74,7azo4rpSUh8nXgtonC6Pkq,Michael Jackson,Scream,Thriller,70,358053,False,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,4,soul,Thriller-Michael Jackson
75,4iG2gAwKXsOcijVaVXzRPW,MGMT,Oracular Spectacular,Time to Pretend,72,261000,True,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3,alt-rock,Time to Pretend-MGMT
76,60Pe9j2pCBa4Zp4ztf5nhd,Aphex Twin,Windowlicker,Windowlicker,55,368400,False,0.698,0.789,8,-4.936,1,0.163,0.132,0.0091,0.366,0.492,123.016,4,ambient,Windowlicker-Aphex Twin
77,4Y2glvLjQGOb4dXnwm1hQf,Pendulum,Immersion,Witchcraft,61,252786,False,0.42,0.969,1,-3.139,1,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4,drum-and-bass,Witchcraft-Pendulum
78,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,metal,"You're Gonna Go Far, Kid-The Offspring"
79,6hzwfFKrTabeUsW5SWti17,Pendulum,Immersion,Crush,55,253706,False,0.418,0.906,2,-3.754,1,0.0368,1.34e-05,0.0216,0.164,0.164,173.998,4,drum-and-bass,Crush-Pendulum
80,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,Buffalo Springfield,For What It's Worth,78,153693,False,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,blues,For What It's Worth-Buffalo Springfield
81,5yGVHzJ2Se8pDzR7FIYUlU,Michael Kiwanuka,Home Again (Deluxe Version),Home Again,65,209919,False,0.564,0.32,9,-11.473,0,0.0306,0.706,0.0,0.123,0.266,85.891,4,british,Home Again-Michael Kiwanuka
82,0zu11sCBaCOQT7QWfqGFbD,Archive,Lights,Lights,36,1108946,False,0.501,0.676,9,-8.767,0,0.0352,0.412,0.765,0.0692,0.0686,138.006,4,trip-hop,Lights-Archive
83,3NgApo4U2gMHh0TKXntZRq,Rise Against,Nightmare Revisited,Making Christmas,39,206280,False,0.486,0.958,1,-4.762,1,0.0694,3.21e-05,0.0126,0.163,0.595,163.866,4,punk,Making Christmas-Rise Against
84,3cNsLpqu5TGoGKwM6cyZXB,Pendulum,Immersion,The Vulture,45,243293,False,0.58,0.978,1,-3.586,0,0.0478,6.53e-05,0.83,0.349,0.657,140.031,4,drum-and-bass,The Vulture-Pendulum
85,6xpDh0dXrkVp0Po1qrHUd8,blink-182,Enema Of The State,Adam's Song,74,249626,False,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,4,punk-rock,Adam's Song-blink-182
86,0V7k2JgK1H4m0rTe8SoFg1,Archive,You All Look The Same To Me,Again,38,979666,False,0.401,0.571,2,-10.627,0,0.0376,0.0428,0.176,0.0624,0.0432,76.048,4,trip-hop,Again-Archive
87,6nTiIhLmQ3FWhvrGafw2zj,Green Day,American Idiot,American Idiot,79,176346,True,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,punk,American Idiot-Green Day
88,305WCRhhS10XUcH6AEwZk6,Jet,Get Born,Are You Gonna Be My Girl,76,213800,False,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4,alt-rock,Are You Gonna Be My Girl-Jet
89,7oVEtyuv9NBmnytsCIsY5I,Linkin Park,LIVING THINGS,BURN IT DOWN,75,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,grunge,BURN IT DOWN-Linkin Park
90,22DnBQIIXFPJNRGuNjWlSg,Infected Mushroom,Vicious Delicious,Becoming Insane,54,440266,False,0.654,0.82,2,-5.769,1,0.0648,0.00368,0.364,0.195,0.617,145.002,4,trance,Becoming Insane-Infected Mushroom
91,1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,74,269973,False,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,4,metal,Behind Blue Eyes-Limp Bizkit
92,4u7EnebtmKWzUH433cf5Qv,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,82,354320,False,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4,rock,Bohemian Rhapsody - Remastered 2011-Queen
93,0dOg1ySSI7NkpAe89Zo0b9,Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.,74,278680,False,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4,singer-songwriter,Born in the U.S.A.-Bruce Springsteen
94,2RaA6kIcvomt77qlIgGhCT,Judas Priest,British Steel,Breaking the Law,72,153840,False,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,4,hard-rock,Breaking the Law-Judas Priest
95,0Ja4hLKiUSw01E01pJ1yGr,The Prodigy,The Fat of the Land,Breathe,66,336280,False,0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,4,techno,Breathe-The Prodigy
96,2DtPEKs3Pj7E06EoWW4vw8,Poets of the Fall,Carnival of Rust,Carnival of Rust,56,262946,False,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,4,metal,Carnival of Rust-Poets of the Fall
97,2DlHlPMa4M17kufBvI2lEN,System Of A Down,Toxicity,Chop Suey!,83,210240,False,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,metal,Chop Suey!-System Of A Down
98,1KRdD8IpxMXGB2883OVP2Q,Tenacious D,The Pick Of Destiny,Classico,55,58506,True,0.738,0.531,6,-7.35,1,0.14,0.907,1.07e-05,0.311,0.919,170.007,4,comedy,Classico-Tenacious D
99,1RKUoGiLEbcXN4GY4spQDx,Gorillaz,Gorillaz,Clint Eastwood,76,340920,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,alternative,Clint Eastwood-Gorillaz
100,5mc6EyF1OIEOhAkD0Gg9Lc,Nine Inch Nails,The Downward Spiral (Deluxe Edition),Closer,66,373306,True,0.546,0.724,10,-8.639,0,0.0427,0.000273,0.667,0.133,0.586,89.991,4,industrial,Closer-Nine Inch Nails
101,2udGjDmpK1dH9VGyw7nrei,Eric Clapton,Slowhand 35th Anniversary,Cocaine,69,221640,False,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,4,blues,Cocaine-Eric Clapton
102,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,rock,Come As You Are-Nirvana
103,5HNCy40Ni5BZJFw1TKzRsC,Pink Floyd,The Wall,Comfortably Numb,74,382296,False,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,4,psych-rock,Comfortably Numb-Pink Floyd
104,7ajPDMxJkj2UCCGE2tnC9u,Pink Floyd,Pulse (Live),Comfortably Numb - Live,49,570560,False,0.219,0.453,11,-13.599,0,0.0368,0.0364,0.0036,0.82,0.239,123.169,4,psych-rock,Comfortably Numb - Live-Pink Floyd
105,5O4erNlJ74PIF6kGol1ZrC,Bob Marley & The Wailers,Uprising,Could You Be Loved,78,237000,False,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,4,reggae,Could You Be Loved-Bob Marley & The Wailers
106,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,85,238640,True,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,alt-rock,Creep-Radiohead
107,0bz67HYKfiuUj1xhsK5ofT,Joe Satriani,Super Colossal,Crowd Chant,47,194973,False,0.571,0.946,1,-6.83,0,0.0725,0.000203,0.508,0.0818,0.291,119.853,4,guitar,Crowd Chant-Joe Satriani
108,3WMbD1OyfKuwWDWMNbPQ4g,Boney M.,Take The Heat Off Me,Daddy Cool,72,208600,False,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4,disco,Daddy Cool-Boney M.
109,5T8EDUDqKcs6OSOwEsfqG7,Queen,Jazz (2011 Remaster),Don't Stop Me Now - Remastered 2011,82,209413,False,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4,rock,Don't Stop Me Now - Remastered 2011-Queen
110,63hVrWvNfJz10heZwTjCOy,Staind,Post-Millennial Noise,Epiphany,0,256133,False,0.559,0.487,6,-9.349,1,0.0266,0.0333,0.0826,0.129,0.145,149.959,4,alt-rock,Epiphany-Staind
111,7pbEKdMWHGwPQSDGfcNycM,Röyksopp,Melody A.M.,Eple,55,218320,False,0.68,0.849,6,-5.295,1,0.0444,0.00746,0.0694,0.108,0.806,106.486,4,trip-hop,Eple-Röyksopp
112,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alt-rock,Everlong-Foo Fighters
113,2F6FfZ4w8z3eJpSxPotVO5,Korn,Issues,Falling Away from Me,73,270920,True,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,4,metal,Falling Away from Me-Korn
114,6Y43X2EwtS8CZlDH1xtBdo,Archive,You All Look the Same to Me,Finding It So Hard,17,933266,False,0.332,0.737,5,-8.767,0,0.0504,0.000815,0.0753,0.134,0.114,154.014,4,trip-hop,Finding It So Hard-Archive
